cod_dep_reniec,desc_dep_reniec,cod_prov_reniec,desc_prov_reniec,cod_ubigeo_reniec,desc_ubigeo_reniec,poblacion,superficie,latitud,longitud,altitud,total_votos,validos,conteo,blancos_nulos
03,Apurímac,0303,Andahuaylas,030304,Huancarama,7408,153.04,-13.6467,-73.0856,2968,,,,
03,Apurímac,0303,Andahuaylas,030305,Huancaray,4617,112.2,-13.7578,-73.5275,2901,,,,
03,Apurímac,0303,Andahuaylas,030317,Huayana,1060,96.87,-14.0503,-73.6097,3178,,,,
03,Apurímac,0303,Andahuaylas,030306,Kishuara,9356,309.91,-13.6914,-73.1214,3684,,,,
03,Apurímac,0303,Andahuaylas,030307,Pacobamba,4676,245.9,-13.6167,-73.0872,2730,,,,
03,Apurímac,0303,Andahuaylas,030313,Pacucha,9833,170.39,-13.6089,-73.3442,3141,,,,
03,Apurímac,0303,Andahuaylas,030308,Pampachiri,2820,602.5,-14.1861,-73.5436,3375,,,,
03,Apurímac,0303,Andahuaylas,030314,Pomacocha,1048,129.19,-14.085,-73.5911,3662,,,,
03,Apurímac,0303,Andahuaylas,030309,San Antonio de Cachi,3183,178.78,-13.7733,-73.6036,3238,,,,
03,Apurímac,0303,Andahuaylas,030310,San Jerónimo,29017,237.42,-13.6506,-73.3656,2954,,,,
03,Apurímac,0303,Andahuaylas,030318,San Miguel de Chaccrampa,2080,83.37,-13.9594,-73.6086,3656,,,,
03,Apurímac,0303,Andahuaylas,030315,Santa María de Chicmo,9864,162.14,-13.6578,-73.4931,3275,,,,
03,Apurímac,0303,Andahuaylas,030311,Talavera,18478,148.12,-13.6536,-73.4278,2825,,,,
03,Apurímac,0303,Andahuaylas,030316,Tumay Huaraca,2448,446.71,-14.0539,-73.5689,3380,,,,
03,Apurímac,0303,Andahuaylas,030312,Turpo,4152,121.67,-13.7856,-73.4728,3296,,,,
03,Apurímac,0303,Andahuaylas,030319,Kaquiabamba,3006,97.79,-13.5369,-73.2878,3120,,,,
03,Apurímac,0303,Andahuaylas,030320,José María Arguedas,3921,195.92,-13.7336,-73.3503,3633,,,,
03,Apurímac,0304,Antabamba,030401,Antabamba,3185,603.76,-14.3653,-72.8778,3637,,,,
03,Apurímac,0304,Antabamba,030402,El Oro,548,68.81,-14.2092,-73.0583,3266,,,,
03,Apurímac,0304,Antabamba,030403,Huaquirca,1568,337.6,-14.3369,-72.8936,3493,,,,
03,Apurímac,0304,Antabamba,030404,Juan Espinoza Medrano,2044,623.22,-14.4286,-72.9147,3296,,,,
03,Apurímac,0304,Antabamba,030405,Oropesa,3127,1180.12,-14.2628,-72.5639,3320,,,,
03,Apurímac,0304,Antabamba,030406,Pachaconas,1291,226.73,-14.2244,-73.0147,3429,,,,
03,Apurímac,0304,Antabamba,030407,Sabaino,1657,178.77,-14.3122,-72.9442,3428,,,,
03,Apurímac,0302,Aymaraes,030201,Chalhuanca,5098,322.34,-14.295,-73.2431,2913,,,,
03,Apurímac,0302,Aymaraes,030202,Capaya,1013,77.75,-14.1181,-73.3217,3288,,,,
03,Apurímac,0302,Aymaraes,030203,Caraybamba,1497,234.91,-14.3783,-73.1608,3326,,,,
03,Apurímac,0302,Aymaraes,030206,Chapimarca,2139,213.09,-13.9747,-73.0644,3387,,,,
03,Apurímac,0302,Aymaraes,030204,Colcabamba,959,95.75,-14.005,-73.2519,3150,,,,
03,Apurímac,0302,Aymaraes,030205,Cotaruse,5444,1749.83,-14.4164,-73.2053,3264,,,,
03,Apurímac,0302,Aymaraes,030207,Ihuayllo,739,72.89,-14.1331,-73.2686,3145,,,,
03,Apurímac,0302,Aymaraes,030217,Justo Apu Sahuaraura,1340,97.64,-14.1489,-73.1758,3117,,,,
03,Apurímac,0302,Aymaraes,030208,Lucre,2141,110.48,-13.9506,-73.2253,2818,,,,
03,Apurímac,0302,Aymaraes,030209,Pocohuanca,1154,82.55,-14.22,-73.0881,3352,,,,
03,Apurímac,0302,Aymaraes,030216,San Juan de Chacña,833,86.13,-13.9239,-73.1828,2865,,,,
03,Apurímac,0302,Aymaraes,030210,Sañayca,1455,448.91,-14.2036,-73.3461,3364,,,,
03,Apurímac,0302,Aymaraes,030211,Soraya,824,43.56,-14.1656,-73.3139,2867,,,,
03,Apurímac,0302,Aymaraes,030212,Tapairihua,2252,163.73,-14.1408,-73.1431,2806,,,,
03,Apurímac,0302,Aymaraes,030213,Tintay,3213,136.58,-13.9592,-73.1867,2769,,,,
03,Apurímac,0302,Aymaraes,030214,Toraya,2005,173.05,-14.0522,-73.2958,3148,,,,
03,Apurímac,0302,Aymaraes,030215,Yanaca,1169,103.88,-14.225,-73.1589,3324,,,,
03,Apurímac,0305,Cotabambas,030501,Tambobamba,11793,722.23,-13.945,-72.1769,3251,,,,
03,Apurímac,0305,Cotabambas,030503,Cotabambas,4274,331.96,-13.7458,-72.3567,3434,,,,
03,Apurímac,0305,Cotabambas,030502,Coyllurqui,8629,418.95,-13.8367,-72.4339,3161,,,,
03,Apurímac,0305,Cotabambas,030504,Haquira,11908,475.46,-14.2153,-72.1903,3678,,,,
03,Apurímac,0305,Cotabambas,030505,Mara,6718,224.17,-14.0864,-72.1025,3762,,,,
03,Apurímac,0305,Cotabambas,030506,Challhuahuacho,9998,439.96,-14.1192,-72.2486,3695,,,,
03,Apurímac,0307,Chincheros,030701,Chincheros,6998,132.4,-13.5175,-73.7222,2788,,,,
03,Apurímac,0307,Chincheros,030705,Anco-Huallo,12627,38.9,-13.5328,-73.6769,3205,,,,
03,Apurímac,0307,Chincheros,030704,Cocharcas,2742,109.9,-13.61,-73.7408,3031,,,,
03,Apurímac,0307,Chincheros,030706,Huaccana,9142,472.12,-13.3872,-73.69,3083,,,,
03,Apurímac,0307,Chincheros,030703,Ocobamba,8331,58.2,-13.4828,-73.5617,3007,,,,
03,Apurímac,0307,Chincheros,030702,Ongoy,3812,118.69,-13.4031,-73.6697,2785,,,,
03,Apurímac,0307,Chincheros,030707,Uranmarca,3748,148.73,-13.6728,-73.6686,3077,,,,
03,Apurímac,0307,Chincheros,030708,Ranracancha,5377,44.52,-13.5322,-73.6056,3411,,,,
03,Apurímac,0307,Chincheros,030709,Rocchacc,3409,56.96,-13.44,-73.5997,,,,,
03,Apurímac,0307,Chincheros,030710,El Porvenir,2014,61.89,-13.3975,-73.595,,,,,
03,Apurímac,0307,Chincheros,030711,Los Chankas,1276,142.22,-13.4353,-73.8219,,,,,
03,Apurímac,0306,Grau,030601,Chuquibambilla,5410,432.5,-14.1042,-72.7086,3344,,,,
03,Apurímac,0306,Grau,030602,Curpahuasi,2320,293.42,-14.0631,-72.6714,3488,,,,
03,Apurímac,0306,Grau,030605,Gamarra,3890,370.45,-13.8728,-72.5122,3460,,,,
03,Apurímac,0306,Grau,030603,Huayllati,1654,110.75,-13.9283,-72.4847,3458,,,,
03,Apurímac,0306,Grau,030604,Mamara,973,66.21,-14.2275,-72.5906,3595,,,,
03,Apurímac,0306,Grau,030606,Micaela Bastidas,1689,110.14,-14.115,-72.6136,3508,,,,
03,Apurímac,0306,Grau,030608,Pataypampa,1127,158.91,-14.1775,-72.6706,3786,,,,
03,Apurímac,0306,Grau,030607,Progreso,3342,254.59,-14.0742,-72.4744,3869,,,,
03,Apurímac,0306,Grau,030609,San Antonio,358,24.12,-14.1689,-72.6233,3445,,,,
03,Apurímac,0306,Grau,030613,Santa Rosa,700,36.16,-14.1408,-72.6586,3550,,,,
03,Apurímac,0306,Grau,030610,Turpay,746,52.34,-14.2283,-72.6253,3420,,,,
03,Apurímac,0306,Grau,030611,Vilcabamba,1402,7.97,-14.0758,-72.625,2775,,,,
03,Apurímac,0306,Grau,030612,Virundo,1305,117.19,-14.2506,-72.6811,3863,,,,
03,Apurímac,0306,Grau,030614,Curasco,1624,139.77,-14.0606,-72.5672,3547,,,,
04,Arequipa,0401,Arequipa,040101,Arequipa,52425,2.8,-16.4008,-71.5378,2347,,,,
04,Arequipa,0401,Arequipa,040128,Alto Selva Alegre,85223,6.98,-16.3706,-71.5272,2478,,,,
04,Arequipa,0401,Arequipa,040102,Cayma,96878,246.31,-16.3881,-71.5492,2368,,,,
04,Arequipa,0401,Arequipa,040103,Cerro Colorado,158836,174.9,-16.375,-71.5611,2419,,,,
04,Arequipa,0401,Arequipa,040104,Characato,10101,86,-16.4706,-71.4897,2459,,,,
04,Arequipa,0401,Arequipa,040105,Chiguata,3012,460.81,-16.4025,-71.3939,2960,,,,
04,Arequipa,0401,Arequipa,040127,Jacobo Hunter,48985,20.37,-16.4467,-71.5556,2302,,,,
04,Arequipa,0401,Arequipa,040106,La Joya,32048,670.22,-16.4239,-71.8206,1617,,,,
04,Arequipa,0401,Arequipa,040126,Mariano Melgar,52881,29.83,-16.4058,-71.5117,2409,,,,
04,Arequipa,0401,Arequipa,040107,Miraflores,48242,28.68,-16.395,-71.5211,2415,,,,
04,Arequipa,0401,Arequipa,040108,Mollebaya,1979,26.7,-16.4883,-71.4686,2505,,,,
04,Arequipa,0401,Arequipa,040109,Paucarpata,126053,31.07,-16.4233,-71.5083,2410,,,,
04,Arequipa,0401,Arequipa,040110,Pocsi,537,172.48,-16.5172,-71.3925,3045,,,,
04,Arequipa,0401,Arequipa,040111,Polobaya,1497,441.61,-16.5606,-71.3747,3075,,,,
04,Arequipa,0401,Arequipa,040112,Quequeña,1410,34.93,-16.5586,-71.4544,2565,,,,
04,Arequipa,0401,Arequipa,040113,Sabandia,4234,36.63,-16.4561,-71.495,2399,,,,
04,Arequipa,0401,Arequipa,040114,Sachaca,20059,26.63,-16.4286,-71.5678,2236,,,,
04,Arequipa,0401,Arequipa,040115,San Juan de Siguas,1591,93.31,-16.3461,-72.1314,1265,,,,
04,Arequipa,0401,Arequipa,040116,San Juan de Tarucani,2193,2264.59,-16.1839,-71.0656,4248,,,,
04,Arequipa,0401,Arequipa,040117,Santa Isabel de Siguas,1273,187.98,-16.3197,-72.1028,1344,,,,
04,Arequipa,0401,Arequipa,040118,Santa Rita de Siguas,5854,370.16,-16.4928,-72.0944,1275,,,,
04,Arequipa,0401,Arequipa,040119,Socabaya,83799,18.64,-16.4522,-71.5308,2287,,,,
04,Arequipa,0401,Arequipa,040120,Tiabaya,14812,31.62,-16.4489,-71.5908,2173,,,,
04,Arequipa,0401,Arequipa,040121,Uchumayo,12950,227.14,-16.425,-71.6722,1973,,,,
04,Arequipa,0401,Arequipa,040122,Vítor,2267,1543.5,-16.4658,-71.9389,1184,,,,
04,Arequipa,0401,Arequipa,040123,Yanahuara,26233,2.2,-16.395,-71.5539,2343,,,,
04,Arequipa,0401,Arequipa,040124,Yarabamba,1140,492.2,-16.5481,-71.4775,2474,,,,
04,Arequipa,0401,Arequipa,040125,Yura,28556,1942.9,-16.245,-71.6931,2584,,,,
04,Arequipa,0401,Arequipa,040129,José Luis Bustamante y Rivero,76905,10.83,-16.4344,-71.5175,2363,,,,
04,Arequipa,0403,Camaná,040301,Camaná,14409,11.67,-16.6236,-72.7114,15,,,,
04,Arequipa,0403,Camaná,040302,José María Quimper,4195,16.72,-16.6031,-72.7275,26,,,,
04,Arequipa,0403,Camaná,040303,Mariano Nicolás Valcárcel,7728,557.74,-16.0303,-73.1625,390,,,,
04,Arequipa,0403,Camaná,040304,Mariscal Cáceres,6637,579.31,-16.6183,-72.7361,16,,,,
04,Arequipa,0403,Camaná,040305,Nicolás de Piérola,6387,391.84,-16.5717,-72.7147,67,,,,
04,Arequipa,0403,Camaná,040306,Ocoña,4862,1414.8,-16.4328,-73.1081,13,,,,
04,Arequipa,0403,Camaná,040307,Quilca,630,912.25,-16.7164,-72.4275,82,,,,
04,Arequipa,0403,Camaná,040308,Samuel Pastor,15933,113.4,-16.615,-72.6989,22,,,,
04,Arequipa,0404,Caravelí,040401,Caravelí,3705,727.68,-15.7728,-73.3681,1766,,,,
04,Arequipa,0404,Caravelí,040402,Acarí,3010,799.21,-15.4325,-74.6172,161,,,,
04,Arequipa,0404,Caravelí,040403,Atico,4128,3146.24,-16.2089,-73.6258,137,,,,
04,Arequipa,0404,Caravelí,040404,Atiquipa,945,423.55,-15.7956,-74.3658,345,,,,
04,Arequipa,0404,Caravelí,040405,Bella Unión,7296,1588.41,-15.4519,-74.6622,217,,,,
04,Arequipa,0404,Caravelí,040406,Cahuacho,909,1412.1,-15.5042,-73.4817,3408,,,,
04,Arequipa,0404,Caravelí,040407,Chala,7186,378.38,-15.8667,-74.2472,12,,,,
04,Arequipa,0404,Caravelí,040408,Cháparra,5814,1473.19,-15.8058,-73.9672,596,,,,
04,Arequipa,0404,Caravelí,040409,Huanuhuanu,3469,708.52,-15.6592,-74.0936,941,,,,
04,Arequipa,0404,Caravelí,040410,Jaqui,1163,424.73,-15.4753,-74.4414,258,,,,
04,Arequipa,0404,Caravelí,040411,Lomas,1356,452.7,-15.5719,-74.8533,9,,,,
04,Arequipa,0404,Caravelí,040412,Quicacha,1890,1048.42,-15.6253,-73.7978,1815,,,,
04,Arequipa,0404,Caravelí,040413,Yauca,1555,556.3,-15.6606,-74.5269,29,,,,
04,Arequipa,0405,Castilla,040501,Aplao,8856,640.04,-16.0761,-72.4925,631,,,,
04,Arequipa,0405,Castilla,040502,Andagua,1116,480.74,-15.4975,-72.355,3574,,,,
04,Arequipa,0405,Castilla,040503,Ayo,401,327.97,-15.6836,-72.2744,1982,,,,
04,Arequipa,0405,Castilla,040504,Chachas,1671,1190.49,-15.5017,-72.2719,3059,,,,
04,Arequipa,0405,Castilla,040505,Chilcaymarca,1376,181.37,-15.2867,-72.3794,3892,,,,
04,Arequipa,0405,Castilla,040506,Choco,985,904.33,-15.5761,-72.1331,2500,,,,
04,Arequipa,0405,Castilla,040507,Huancarqui,1288,803.65,-16.0969,-72.4722,599,,,,
04,Arequipa,0405,Castilla,040508,Machaguay,681,246.89,-15.6486,-72.5056,3143,,,,
04,Arequipa,0405,Castilla,040509,Orcopampa,10039,724.37,-15.2661,-72.3431,3796,,,,
04,Arequipa,0405,Castilla,040510,Pampacolca,2612,205.19,-15.7131,-72.5728,2916,,,,
04,Arequipa,0405,Castilla,040511,Tipán,506,57.68,-15.7272,-72.5053,2086,,,,
04,Arequipa,0405,Castilla,040513,Uñón,464,296.93,-15.7275,-72.4317,2730,,,,
04,Arequipa,0405,Castilla,040512,Uraca,7235,713.83,-16.2231,-72.4733,433,,,,
04,Arequipa,0405,Castilla,040514,Viraco,1647,141,-15.6547,-72.5247,3220,,,,
04,Arequipa,0402,Caylloma,040201,Chivay,8073,240.64,-15.64,-71.6033,3632,,,,
04,Arequipa,0402,Caylloma,040202,Achoma,869,393.54,-15.6611,-71.7017,3487,,,,
04,Arequipa,0402,Caylloma,040203,Cabanaconde,2332,460.55,-15.6214,-71.9797,3296,,,,
04,Arequipa,0402,Caylloma,040205,Callalli,1915,1485.1,-15.5067,-71.4483,3862,,,,
04,Arequipa,0402,Caylloma,040204,Caylloma,3021,1499,-15.1872,-71.7725,4332,,,,
04,Arequipa,0402,Caylloma,040206,Coporaque,1542,111.98,-15.6275,-71.6483,3583,,,,
04,Arequipa,0402,Caylloma,040207,Huambo,566,705.79,-15.7297,-72.1072,3308,,,,
04,Arequipa,0402,Caylloma,040208,Huanca,1383,391.16,-16.0311,-71.8736,3078,,,,
04,Arequipa,0402,Caylloma,040209,Ichupampa,648,74.89,-15.6503,-71.6892,3397,,,,
04,Arequipa,0402,Caylloma,040210,Lari,1548,384.02,-15.6217,-71.7692,3358,,,,
04,Arequipa,0402,Caylloma,040211,Lluta,1253,1226.46,-16.0156,-72.0161,2999,,,,
04,Arequipa,0402,Caylloma,040212,Maca,692,227.48,-15.6417,-71.7711,3279,,,,
04,Arequipa,0402,Caylloma,040213,Madrigal,463,160.09,-15.6086,-71.8103,3271,,,,
04,Arequipa,0402,Caylloma,040214,San Antonio de Chuca,1593,1531.27,-15.8403,-71.0903,4457,,,,
04,Arequipa,0402,Caylloma,040215,Sibayo,655,286.03,-15.4858,-71.4586,3855,,,,
04,Arequipa,0402,Caylloma,040216,Tapay,523,420.17,-15.5789,-71.9414,2984,,,,
04,Arequipa,0402,Caylloma,040217,Tisco,1388,1445.02,-15.3469,-71.4492,4211,,,,
04,Arequipa,0402,Caylloma,040218,Tuti,738,241.89,-15.5325,-71.5511,3836,,,,
04,Arequipa,0402,Caylloma,040219,Yanque,2113,1108.58,-15.65,-71.6614,3420,,,,
04,Arequipa,0402,Caylloma,040220,Majes,69348,1625.8,-16.3586,-72.1908,1402,,,,
04,Arequipa,0406,Condesuyos,040601,Chuquibamba,3279,1255.04,-15.8397,-72.6542,2935,,,,
04,Arequipa,0406,Condesuyos,040602,Andaray,657,847.56,-15.7961,-72.8597,3028,,,,
04,Arequipa,0406,Condesuyos,040603,Cayarani,3046,1395.67,-14.6731,-72.0231,3924,,,,
04,Arequipa,0406,Condesuyos,040604,Chichas,638,392.16,-15.5469,-72.9183,2146,,,,
04,Arequipa,0406,Condesuyos,040605,Iray,633,247.62,-15.8564,-72.625,2396,,,,
04,Arequipa,0406,Condesuyos,040608,Río Grande,2606,527.48,-15.9411,-73.1308,470,,,,
04,Arequipa,0406,Condesuyos,040606,Salamanca,841,1235.8,-15.5042,-72.8333,3207,,,,
04,Arequipa,0406,Condesuyos,040607,Yanaquihua,6061,1057.07,-15.7747,-72.8758,3008,,,,
04,Arequipa,0407,Islay,040701,Mollendo,22008,960.83,-17.025,-72.0181,52,,,,
04,Arequipa,0407,Islay,040702,Cocachacra,8901,1536.96,-17.0942,-71.7711,84,,,,
04,Arequipa,0407,Islay,040703,Deán Valdivia,6703,134.08,-17.145,-71.8239,23,,,,
04,Arequipa,0407,Islay,040704,Islay,7851,383.78,-17,-72.1017,85,,,,
04,Arequipa,0407,Islay,040705,Mejía,1014,100.78,-17.1028,-71.9086,13,,,,
04,Arequipa,0407,Islay,040706,Punta de Bombón,6444,769.6,-17.1728,-71.7928,23,,,,
04,Arequipa,0408,La Unión,040801,Cotahuasi,2923,166.5,-15.2111,-72.8911,2675,,,,
04,Arequipa,0408,La Unión,040802,Alca,1988,193.42,-15.1342,-72.7647,2726,,,,
04,Arequipa,0408,La Unión,040803,Charcana,536,165.27,-15.2411,-73.0697,3401,,,,
04,Arequipa,0408,La Unión,040804,Huaynacotas,2207,932.64,-15.1744,-72.8514,2597,,,,
04,Arequipa,0408,La Unión,040805,Pampamarca,1231,782.17,-15.185,-72.9072,2567,,,,
04,Arequipa,0408,La Unión,040806,Puyca,2797,1501.2,-15.0589,-72.6908,3674,,,,
04,Arequipa,0408,La Unión,040807,Quechualla,228,138.37,-15.2758,-73.0233,1909,,,,
04,Arequipa,0408,La Unión,040808,Sayla,592,66.55,-15.3211,-73.2214,3531,,,,
04,Arequipa,0408,La Unión,040809,Tauria,317,314.68,-15.3553,-73.2319,2857,,,,
04,Arequipa,0408,La Unión,040810,Tomepampa,813,94.16,-15.1728,-72.8297,2621,,,,
04,Arequipa,0408,La Unión,040811,Toro,767,391.44,-15.2642,-72.9275,2957,,,,
05,Ayacucho,0501,Huamanga,050101,Ayacucho,96671,83.11,-13.1542,-74.2228,2756,,,,
05,Ayacucho,0501,Huamanga,050111,Acocro,11081,436.65,-13.2183,-74.0411,3249,,,,
05,Ayacucho,0501,Huamanga,050102,Acos Vinchos,6197,156.82,-13.1125,-74.1017,2847,,,,
05,Ayacucho,0501,Huamanga,050103,Carmen Alto,22397,17.52,-13.1722,-74.2242,2789,,,,
05,Ayacucho,0501,Huamanga,050104,Chiara,7216,461.61,-13.2733,-74.2053,3511,,,,
05,Ayacucho,0501,Huamanga,050113,Ocros,6466,305.41,-13.3917,-73.9164,3134,,,,
05,Ayacucho,0501,Huamanga,050114,Pacaycasa,3314,53.55,-13.0564,-74.2142,2534,,,,
05,Ayacucho,0501,Huamanga,050105,Quinua,6375,116.61,-13.0497,-74.1397,3280,,,,
05,Ayacucho,0501,Huamanga,050106,San José de Ticllas,2591,82.31,-13.1328,-74.3331,3257,,,,
05,Ayacucho,0501,Huamanga,050107,San Juan Bautista,52935,15.19,-13.1658,-74.2222,2730,,,,
05,Ayacucho,0501,Huamanga,050108,Santiago de Pischa,1700,91.09,-13.085,-74.3911,3190,,,,
05,Ayacucho,0501,Huamanga,050112,Socos,7637,172.34,-13.215,-74.2894,3390,,,,
05,Ayacucho,0501,Huamanga,050110,Tambillo,5462,153.23,-13.1922,-74.1097,3082,,,,
05,Ayacucho,0501,Huamanga,050109,Vinchos,17136,928.68,-13.2417,-74.3536,3127,,,,
05,Ayacucho,0501,Huamanga,050115,Jesús Nazareno,18815,16.12,-13.1531,-74.2114,2758,,,,
05,Ayacucho,0501,Huamanga,050116,Andrés Avelino Cáceres Dorregaray,22356,9.28,-13.1617,-74.2106,2734,,,,
05,Ayacucho,0502,Cangallo,050201,Cangallo,6866,187.05,-13.6281,-74.1442,2563,,,,
05,Ayacucho,0502,Cangallo,050204,Chuschi,8127,418.03,-13.5831,-74.3536,3129,,,,
05,Ayacucho,0502,Cangallo,050206,Los Morochucos,8316,253.22,-13.5572,-74.1947,3329,,,,
05,Ayacucho,0502,Cangallo,050211,María Parado de Bellido,2576,129.13,-13.6039,-74.2347,3237,,,,
05,Ayacucho,0502,Cangallo,050207,Paras,4636,789.09,-13.5517,-74.6272,3327,,,,
05,Ayacucho,0502,Cangallo,050208,Totos,3742,112.9,-13.5681,-74.5242,3310,,,,
05,Ayacucho,0508,Huanca Sancos,050801,Sancos,3632,1289.7,-13.9192,-74.3339,3422,,,,
05,Ayacucho,0508,Huanca Sancos,050804,Carapo,2543,241.34,-13.8375,-74.3147,3413,,,,
05,Ayacucho,0508,Huanca Sancos,050802,Sacsamarca,1637,673.03,-13.9464,-74.315,3456,,,,
05,Ayacucho,0508,Huanca Sancos,050803,Santiago de Lucanamarca,2683,658.26,-13.8433,-74.3722,3468,,,,
05,Ayacucho,0503,Huanta,050301,Huanta,42538,193.48,-12.9386,-74.2486,2638,,,,
05,Ayacucho,0503,Huanta,050302,Ayahuanco,6452,297.89,-12.5981,-74.3231,2696,,,,
05,Ayacucho,0503,Huanta,050303,Huamanguilla,5345,95.27,-13.0108,-74.1731,3275,,,,
05,Ayacucho,0503,Huanta,050304,Iguain,3327,61.44,-12.9919,-74.2083,3036,,,,
05,Ayacucho,0503,Huanta,050305,Luricocha,5359,130.04,-12.8981,-74.2711,2588,,,,
05,Ayacucho,0503,Huanta,050307,Santillana,4906,336.17,-12.7656,-74.2528,3244,,,,
05,Ayacucho,0503,Huanta,050308,Sivia,13511,1053.52,-12.5119,-73.8578,550,,,,
05,Ayacucho,0503,Huanta,050309,Llochegua,11372,469.02,-12.4114,-73.9097,518,,,,
05,Ayacucho,0503,Huanta,050310,Canayre,3091,244.69,-12.2822,-74.0228,507,,,,
05,Ayacucho,0503,Huanta,050311,Uchuraccay,5759,300.28,-12.7622,-74.1464,3873,,,,
05,Ayacucho,0503,Huanta,050312,Pucacolpa,8654,562.06,-15.255,-73.4136,,,,,
05,Ayacucho,0503,Huanta,050313,Chaca,2580,124.46,-12.7836,-74.2069,,,,,
05,Ayacucho,0504,La Mar,050401,San Miguel,9248,457.88,-13.0117,-73.9789,2678,,,,
05,Ayacucho,0504,La Mar,050402,Anco,11144,802.86,-13.0592,-73.7072,3144,,,,
05,Ayacucho,0504,La Mar,050403,Ayna,10559,290.51,-12.6244,-73.79,586,,,,
05,Ayacucho,0504,La Mar,050404,Chilcas,3081,156.58,-13.1722,-73.9083,3201,,,,
05,Ayacucho,0504,La Mar,050405,Chungui,5478,1093.05,-13.2222,-73.6242,3527,,,,
05,Ayacucho,0504,La Mar,050407,Luis Carranza,1041,135.84,-13.2283,-73.8925,2958,,,,
05,Ayacucho,0504,La Mar,050408,Santa Rosa,11233,396.58,-12.6894,-73.735,707,,,,
05,Ayacucho,0504,La Mar,050406,Tambo,20429,313.82,-12.9506,-74.0233,3216,,,,
05,Ayacucho,0504,La Mar,050409,Samugari,10772,387.45,-12.7908,-73.6414,746,,,,
05,Ayacucho,0504,La Mar,050410,Anchihuay,5640,272.07,-12.8633,-73.5817,752,,,,
05,Ayacucho,0504,La Mar,050411,Oronccoy,1853,553.74,-13.3808,-73.4358,,,,,
05,Ayacucho,0505,Lucanas,050501,Puquio,14166,866.43,-14.6914,-74.1283,3212,,,,
05,Ayacucho,0505,Lucanas,050502,Aucara,5640,903.51,-14.2681,-73.9703,3220,,,,
05,Ayacucho,0505,Lucanas,050503,Cabana,4727,402.62,-14.2897,-73.9667,3289,,,,
05,Ayacucho,0505,Lucanas,050504,Carmen Salcedo,4159,473.66,-14.3875,-73.9625,3454,,,,
05,Ayacucho,0505,Lucanas,050506,Chaviña,2025,399.09,-14.9778,-73.8364,3321,,,,
05,Ayacucho,0505,Lucanas,050508,Chipao,3825,1166.91,-14.3661,-73.8786,3434,,,,
05,Ayacucho,0505,Lucanas,050510,Huac-Huas,2865,309.48,-14.1308,-74.9419,3171,,,,
05,Ayacucho,0505,Lucanas,050511,Laramate,1367,785.89,-14.2858,-74.8425,3047,,,,
05,Ayacucho,0505,Lucanas,050512,Leoncio Prado,1364,1053.6,-14.7278,-74.67,2687,,,,
05,Ayacucho,0505,Lucanas,050514,Llauta,1126,482.07,-14.2439,-74.9192,2651,,,,
05,Ayacucho,0505,Lucanas,050513,Lucanas,4240,1205.78,-14.6222,-74.2328,3358,,,,
05,Ayacucho,0505,Lucanas,050516,Ocaña,2932,848.36,-14.3983,-74.8219,2635,,,,
05,Ayacucho,0505,Lucanas,050517,Otoca,3149,720.2,-14.4894,-74.6892,1815,,,,
05,Ayacucho,0505,Lucanas,050529,Saisa,933,585.4,-14.9383,-74.4183,3060,,,,
05,Ayacucho,0505,Lucanas,050532,San Cristóbal,2182,391.83,-14.7425,-74.2217,3559,,,,
05,Ayacucho,0505,Lucanas,050521,San Juan,1636,44.59,-14.66,-74.2011,3279,,,,
05,Ayacucho,0505,Lucanas,050522,San Pedro,3019,733.03,-14.7708,-74.0972,3099,,,,
05,Ayacucho,0505,Lucanas,050531,San Pedro de Palco,1371,531.55,-14.4139,-74.65,2522,,,,
05,Ayacucho,0505,Lucanas,050520,Sancos,7510,1520.87,-15.0619,-73.9511,2807,,,,
05,Ayacucho,0505,Lucanas,050524,Santa Ana de Huaycahuacho,669,50.63,-14.2281,-73.955,2970,,,,
05,Ayacucho,0505,Lucanas,050525,Santa Lucía,889,1019.14,-14.9786,-74.5233,2247,,,,
05,Ayacucho,0506,Parinacochas,050601,Coracora,15679,1399.41,-15.0161,-73.7819,3183,,,,
05,Ayacucho,0506,Parinacochas,050605,Chumpi,2680,366.3,-15.0944,-73.7478,3207,,,,
05,Ayacucho,0506,Parinacochas,050604,Coronel Castañeda,1926,1108.04,-14.81,-73.2886,3605,,,,
05,Ayacucho,0506,Parinacochas,050608,Pacapausa,2955,144.3,-14.9492,-73.3678,2801,,,,
05,Ayacucho,0506,Parinacochas,050611,Pullo,5003,1562.34,-15.2092,-73.8294,3032,,,,
05,Ayacucho,0506,Parinacochas,050612,Puyusca,2091,700.75,-15.2492,-73.5703,3289,,,,
05,Ayacucho,0506,Parinacochas,050615,San Francisco de Ravacayco,770,99.83,-14.9975,-73.3556,2822,,,,
05,Ayacucho,0506,Parinacochas,050616,Upahuacho,2817,587.35,-14.9075,-73.3972,3325,,,,
05,Ayacucho,0510,Páucar del Sara Sara,051001,Pausa,2845,242.78,-15.2806,-73.3433,2506,,,,
05,Ayacucho,0510,Páucar del Sara Sara,051002,Colta,1179,277.29,-15.1631,-73.2939,3242,,,,
05,Ayacucho,0510,Páucar del Sara Sara,051003,Corculla,445,97.05,-15.2617,-73.2,3478,,,,
05,Ayacucho,0510,Páucar del Sara Sara,051004,Lampa,2590,289.45,-15.1847,-73.3472,2797,,,,
